"","X.2","X.1","X","CaseID","Opened","Closed","Updated","Status","Status.Notes","Responsible.Agency","Category","Request.Type","Request.Details","Address","Supervisor.District","Neighborhood","Point","Source","Media.URL","Lat","Long","Census.Block","Zip","Map.Url","Resolve.Time"
"3930",3930,3942,393000,4200334,2014-11-11 22:46:29,NA,"11/13/2014 07:35:30 PM","Open","accepted","DPW Ops Queue","Graffiti Private Property","Not_Offensive Graffiti on Private Property","Building_other - Not_Offensive","68 BAY ST, SAN FRANCISCO, CA, 94133",3,"Fisherman's Wharf","(37.806390052699, -122.407774849852)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/54630219df8620bef9b842e2/report.jpg",37.806390052699,-122.407774849852,60750101001,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.806136,-122.4095061,0,0,|&center=37.806136,-122.4095061&zoom=15&rand=179368841",NA
"3931",3931,3943,684299,2967779,2013-10-21 09:21:02,2013-10-22 07:47:49,"10/22/2013 07:47:49 AM","Closed","Case Resolved -","PUC - Water - G","Sewer Issues","Water_leak","Other","721 CLEMENTINA ST, SAN FRANCISCO, CA, 94103",6,NA,"(37.774969143, -122.410920013)","Voice In",NA,37.774969143,-122.410920013,60750178022,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77481815,-122.410734085629,0,0,|&center=37.77481815,-122.410734085629&zoom=15&rand=1490490074",22.45
"3932",3932,3944,592305,3419847,2014-03-03 15:08:27,2014-03-04 14:45:31,"03/04/2014 02:45:31 PM","Closed","Case Transferred - Case transferred to Color Curb Program, will log in for survey; turnaround time is 30 days. After 30 days customer can call 701-4639 for further information.","DPT - Color Curb - G","General Requests","mta - color_curb - customer_callback","mta - color_curb - customer_callback","2606 FRANKLIN ST, SAN FRANCISCO, CA, 94123",2,"Union Street","(37.798433812426, -122.425573616558)","Voice In",NA,37.798433812426,-122.425573616558,60750130001,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.798471,-122.425542,0,0,|&center=37.798471,-122.425542&zoom=15&rand=1579562184",23.62
"3933",3933,3945,24412,5442538,2016-01-07 13:36:50,2016-01-08 02:45:16,"01/08/2016 02:45:16 AM","Closed","Case Completed - resolved: done","DPW Ops Queue","Street and Sidewalk Cleaning","Illegal Encampment","Encampment Cleanup","177 LILAC ST, SAN FRANCISCO, CA, 94110",9,"Mission","(37.749507922308, -122.417547152313)","Web Self Service",NA,37.749507922308,-122.417547152313,60750209002,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7498991,-122.41790695,0,0,|&center=37.7498991,-122.41790695&zoom=15&rand=397304126",13.14
"3934",3934,3946,36534,5407727,2015-12-27 16:36:44,2015-12-27 22:12:42,"12/27/2015 10:12:42 PM","Closed","Case Completed - resolved: done","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Human Waste","Intersection of THE EMBARCADERO and GREEN ST",3,"Northern Waterfront","(37.800896432517, -122.39913010296)","Voice In",NA,37.800896432517,-122.39913010296,60750105001,"94111","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.8010257,-122.3987128,0,0,|&center=37.8010257,-122.3987128&zoom=15&rand=-510856258",5.6
"3935",3935,3947,572693,3508008,2014-03-31 16:12:00,2015-01-06 14:26:00,"01/06/2015 02:26:00 PM","Closed","Case Resolved -","RPD Park Service Area 6 Queue","Rec and Park Requests","Park - Structural_Maintenance","Recreation_Equipment","Mission Dolores Park, , SAN FRANCISCO, CA, 94114",8,"Mission Dolores","(37.759755182, -122.4270932)","Voice In",NA,37.759755182,-122.4270932,60750206001,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.75975565,-122.4271114,0,0,|&center=37.75975565,-122.4271114&zoom=15&rand=2113265628",6743.23
"3936",3936,3948,1494669,316412,2008-11-18 13:26:00,2008-12-16 11:34:00,"12/16/2008 11:34:00 AM","Closed",NA,"DPT SignShop Surveyed - Area 1 Queue","Sign Repair","Sign - Defaced","Other - Defaced; support - OK","1451 LARKIN ST, SAN FRANCISCO, CA, 94109",3,"Nob Hill","(37.791246088648, -122.419199090091)","Voice In",NA,37.791246088648,-122.419199090091,60750111001,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7910697,-122.4192372,0,0,|&center=37.7910697,-122.4192372&zoom=15&rand=-1650823705",670.13
"3937",3937,3949,835426,2015583,2013-02-14 10:53:14,2013-02-16 07:58:17,"02/16/2013 07:58:17 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of 20TH ST and FLORIDA ST",9,"Mission","(37.7591338604323, -122.410758686679)","Voice In",NA,37.7591338604323,-122.410758686679,60750228012,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7589233,-122.411432326595,0,0,|&center=37.7589233,-122.411432326595&zoom=15&rand=-438596153",45.08
"3938",3938,3950,916955,1387398,2012-09-06 07:18:00,2012-09-06 11:10:00,"09/06/2012 11:10:00 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Garbage","Intersection of 23RD ST and SHOTWELL ST",9,"Mission","(37.7540335016723, -122.415320245176)","Voice In",NA,37.7540335016723,-122.415320245176,60750229011,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7542285,-122.4120717,0,0,|&center=37.7542285,-122.4120717&zoom=15&rand=1066464029",3.87
"3939",3939,3951,42172,5386302,2015-12-18 11:22:18,NA,"12/18/2015 11:25:44 AM","Open","Open","DPT SignShop 07 Queue","Sign Repair","Sign - Other","Stop - Other; support - OK","Intersection of 12TH AVE and LAWTON ST",7,"Inner Sunset","(37.7583040896998, -122.469131057124)","Voice In",NA,37.7583040896998,-122.469131057124,60750303011,"94122","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7581818,-122.468913508475,0,0,|&center=37.7581818,-122.468913508475&zoom=15&rand=1097497928",NA
"3940",3940,3952,807690,2203240,2013-04-03 16:29:38,2013-04-03 17:14:53,"04/03/2013 05:14:53 PM","Closed","Case Completed - resolved:","DPW Ops Queue","Illegal Postings","Illegal Posting - No_Posting_Date","No_Posting_Date","Intersection of ARGUELLO BLVD and MCALLISTER ST",1,"Lone Mountain","(37.7752397614748, -122.458435145392)","Web Self Service",NA,37.7752397614748,-122.458435145392,60750451001,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.775271,-122.458352,0,0,|&center=37.775271,-122.458352&zoom=15&rand=913526769",0.75
"3941",3941,3953,1522135,270123,2008-08-25 08:34:00,2008-08-27 06:05:00,"08/27/2008 06:05:00 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Furniture","Intersection of 20TH ST and VALENCIA ST",9,"Mission","(37.7584984459303, -122.421271881097)","Voice In",NA,37.7584984459303,-122.421271881097,60750208003,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.75865845,-122.421619080572,0,0,|&center=37.75865845,-122.421619080572&zoom=15&rand=591072540",45.52
"3942",3942,3954,308766,4503929,2015-02-18 11:21:00,2015-02-18 15:31:00,"02/18/2015 03:31:00 PM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","101 CONCORD ST, SAN FRANCISCO, CA, 94112",11,"Crocker Amazon","(37.712068332638, -122.442480101241)","Voice In",NA,37.712068332638,-122.442480101241,60750263013,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.711944,-122.4431919,0,0,|&center=37.711944,-122.4431919&zoom=15&rand=-267985164",4.17
"3943",3943,3955,314517,4483167,2015-02-11 13:37:00,2015-02-12 01:45:00,"02/12/2015 01:45:00 AM","Closed","Case Completed - resolved: 10/98","DPW Ops Queue","Graffiti Private Property","Offensive Graffiti on Private Property","Sidewalk_in_front_of_property - Offensive","214 HAIGHT ST, SAN FRANCISCO, CA, 94102",5,"Lower Haight","(37.772767663334, -122.426110859911)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/54dbcb63df8647dcde0c5284/report.jpg",37.772767663334,-122.426110859911,60750168022,"94102","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7732523,-122.42673331929,0,0,|&center=37.7732523,-122.42673331929&zoom=15&rand=635055551",12.13
"3944",3944,3956,474742,3894437,2014-08-06 19:52:09,2014-11-17 13:55:29,"11/17/2014 01:55:29 PM","Closed","Case Resolved - repaired","DPT Meter_Bike Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Parking_meter - Offensive","Intersection of 21ST ST and MISSION ST",9,"Mission","(37.7570353263749, -122.418901070709)","Twitter",NA,37.7570353263749,-122.418901070709,60750208004,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7568991,-122.4189892,0,0,|&center=37.7568991,-122.4189892&zoom=15&rand=337521526",2467.06
"3945",3945,3957,519039,3733623,2014-06-12 08:36:27,2014-06-12 09:04:13,"06/12/2014 09:04:13 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1737 JACKSON ST, SAN FRANCISCO, CA, 94109",2,"Pacific Heights","(37.793708211889, -122.42384098333)","Voice In",NA,37.793708211889,-122.42384098333,60750131012,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7939521,-122.4233809,0,0,|&center=37.7939521,-122.4233809&zoom=15&rand=-826915705",0.46
"3946",3946,3958,391224,4206704,2014-11-13 15:10:27,2014-11-14 10:53:45,"11/14/2014 10:53:45 AM","Closed","Case Resolved - 11/13/2014 - repaired hanging lum and made area safe.  Pole#45 Mcallister St.","PUC Streetlights Queue","Streetlights","Streetlight - Light_Glass_Cover_Hanging","Light_Glass_Cover_Hanging on Metal Pole","Intersection of MCALLISTER ST and VAN NESS AVE",5,"Civic Center","(37.7800746171772, -122.42024702316)","Voice In",NA,37.7800746171772,-122.42024702316,60750124022,"94102","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.78040595,-122.419925278418,0,0,|&center=37.78040595,-122.419925278418&zoom=15&rand=-773453588",19.72
"3947",3947,3959,444168,4002451,2014-09-11 11:32:05,2014-09-16 09:59:40,"09/16/2014 09:59:40 AM","Closed","Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804","DPH - Environmental Health - G","General Requests","dph - dph_other - request_for_service","dph - dph_other - request_for_service","82 1ST ST, SAN FRANCISCO, CA, 94105",6,"Financial District","(37.789858463315, -122.397933413716)","Voice In",NA,37.789858463315,-122.397933413716,60750615001,"94105","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.78990225,-122.398338979521,0,0,|&center=37.78990225,-122.398338979521&zoom=15&rand=-681971365",118.46
"3948",3948,3960,1082183,957893,2011-09-07 23:48:21,2011-09-12 15:26:12,"09/12/2011 03:26:12 PM","Closed",NA,"PUC Streetlights Queue","Streetlights","Streetlight - Light_Burnt_Out","Light_Burnt_Out on Metal Pole","Intersection of MIRAMAR AVE and WESTWOOD DR",7,"West of Twin Peaks","(37.725725532, -122.458197678)","Voice In",NA,37.725725532,-122.458197678,60750310002,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7275872,-122.4574002,0,0,|&center=37.7275872,-122.4574002&zoom=15&rand=-15881308",111.63
"3949",3949,3961,923056,1325697,2012-08-23 14:46:00,2012-11-14 14:01:00,"11/14/2012 02:01:00 PM","Closed",NA,"DPW - Bureau of Street Environmental Services - G","General Requests","dpw - bses - customer_callback","dpw - bses - customer_callback","Intersection of 16TH ST and VALENCIA ST",8,"Mission","(37.7649173279987, -122.421886343791)","Voice In",NA,37.7649173279987,-122.421886343791,60750202003,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.76469245,-122.422161018358,0,0,|&center=37.76469245,-122.422161018358&zoom=15&rand=1618893148",1992.25
"3950",3950,3962,1532503,252596,2008-07-23 08:34:00,2008-07-23 14:22:00,"07/23/2008 02:22:00 PM","Closed",NA,"RPD - Urban Forestry - G","Tree Maintenance","Trees - Damaged_Tree","Hanging_limb","  86 STATES ST, SAN FRANCISCO, CA, 94114",8,"Castro/Upper Market","(37.763688218, -122.438852582)","Voice In",NA,37.763688218,-122.438852582,60750170002,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.763602,-122.438545955347,0,0,|&center=37.763602,-122.438545955347&zoom=15&rand=1094501234",5.8
"3951",3951,3963,765963,2481554,2013-06-12 13:57:18,2013-06-12 14:00:50,"06/12/2013 02:00:50 PM","Closed","Case Resolved - Meter Repaired","DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","145 9TH ST, SAN FRANCISCO, CA, 94103",6,"South of Market","(37.775761373171, -122.413899335927)","Voice In",NA,37.775761373171,-122.413899335927,60750176013,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7757158,-122.413637648068,0,0,|&center=37.7757158,-122.413637648068&zoom=15&rand=-888545195",0.06
"3952",3952,3964,908094,1472391,2012-09-25 19:25:00,2012-10-02 20:17:00,"10/02/2012 08:17:00 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Illegal_Dumping","Human_waste_or_urine","49 ALBION ST, SAN FRANCISCO, CA, 94103",8,"Mission","(37.765674114951, -122.423129605837)","Voice In",NA,37.765674114951,-122.423129605837,60750202003,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.764931,-122.4232384,0,0,|&center=37.764931,-122.4232384&zoom=15&rand=-674049015",168.87
"3953",3953,3965,582492,3464891,2014-03-18 08:20:36,2014-03-18 09:22:30,"03/18/2014 09:22:30 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of CAPP ST and 16TH ST",9,"Mission","(37.765109904243, -122.418698582168)","Voice In",NA,37.765109904243,-122.418698582168,60750201004,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7648902,-122.418891948443,0,0,|&center=37.7648902,-122.418891948443&zoom=15&rand=-835777492",1.03
"3954",3954,3966,1194531,791314,2010-12-18 19:52:43,2010-12-27 10:39:22,"12/27/2010 10:39:22 AM","Closed",NA,"DPW BSSR Queue","Street Defects","Pavement_Defect","Pavement_Defect","Intersection of 26TH ST and VALENCIA ST",8,"Mission","(37.748906582859, -122.420353750573)","Voice In",NA,37.748906582859,-122.420353750573,60750209003,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7490224,-122.4202077,0,0,|&center=37.7490224,-122.4202077&zoom=15&rand=-2084070406",206.78
"3955",3955,3967,1474003,348992,2009-01-10 23:25:09,2009-01-11 08:28:04,"01/11/2009 08:28:04 AM","Closed",NA,"311 Supervisor Queue","Sewer Issues","Water_Main_Break",NA,"  60 ORD ST, SAN FRANCISCO, CA, 94114",8,"Castro/Upper Market","(37.762838516, -122.440492996)","Voice In",NA,37.762838516,-122.440492996,60750170003,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.762743,-122.4410029,0,0,|&center=37.762743,-122.4410029&zoom=15&rand=893565043",9.05
"3956",3956,3968,57438,5339281,2015-12-02 17:43:05,2016-01-17 10:15:44,"01/17/2016 10:15:44 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Graffiti Private Property","Not_Offensive Graffiti on Private Property","Building_other - Not_Offensive","4134 GEARY BLVD, SAN FRANCISCO, CA, 94118",1,"Inner Richmond","(37.781225204431, -122.463842077597)","Integrated Agency",NA,37.781225204431,-122.463842077597,60750401003,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7811823,-122.4641071,0,0,|&center=37.7811823,-122.4641071&zoom=15&rand=1347566374",1096.54
"3957",3957,3969,490080,3840712,2014-07-19 09:11:38,2014-07-21 08:10:34,"07/21/2014 08:10:34 AM","Closed","Case Completed - resolved: Outreach and Enforcement Incident created.   notice sent","DPW Ops Queue","Litter Receptacles","Cans_Left_Out_24x7","N/A","183 SYLVAN DR, SAN FRANCISCO, CA, 94132",7,"Merced Manor","(37.73118718442, -122.485387719041)","Web Self Service",NA,37.73118718442,-122.485387719041,60750331004,"94132","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7322645,-122.4853955,0,0,|&center=37.7322645,-122.4853955&zoom=15&rand=-1681122850",46.98
"3958",3958,3970,668897,3053144,2013-11-11 19:39:16,2013-11-12 12:04:41,"11/12/2013 12:04:41 PM","Closed","Case Resolved - Cleaned","Clear Channel - Transit Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Transit_Shelter_Platform - Not_Offensive","Intersection of PINE ST and VAN NESS AVE",3,"Pacific Heights","(37.7894119211754, -122.422135042074)","Voice In",NA,37.7894119211754,-122.422135042074,60750111003,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7897953,-122.421785119681,0,0,|&center=37.7897953,-122.421785119681&zoom=15&rand=909199210",16.42
"3959",3959,3971,856528,1872766,2013-01-09 08:16:18,2013-04-01 12:00:00,"04/01/2013 12:00:00 PM","Closed","Case Completed - resolved:","DPW Ops Queue","Graffiti Private Property","Not_Offensive Graffiti on Private Property","Building_other - Not_Offensive","190 10TH ST, SAN FRANCISCO, CA, 94103",6,"South of Market","(37.774074417932, -122.414931316775)","Integrated Agency",NA,37.774074417932,-122.414931316775,60750176014,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77446915,-122.41442935,0,0,|&center=37.77446915,-122.41442935&zoom=15&rand=-616549727",1970.73
"3960",3960,3972,971347,1122747,2012-05-12 07:50:00,2012-06-26 10:11:00,"06/26/2012 10:11:00 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Sidewalk_Cleaning","1112 LOMBARD ST, SAN FRANCISCO, CA, 94109",2,"Russian Hill","(37.802210155, -122.420189451)","Voice In",NA,37.802210155,-122.420189451,60750102001,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.80144135,-122.42034252403,0,0,|&center=37.80144135,-122.42034252403&zoom=15&rand=-155242399",1082.35
"3961",3961,3973,1280328,662014,2010-05-24 16:10:21,2010-06-03 12:04:03,"06/03/2010 12:04:03 PM","Closed",NA,"PUC - Electric/Power - G","General Requests","puc - billing - request_for_service","puc - billing - request_for_service","474 GELLERT DR, SAN FRANCISCO, CA, 94132",7,"Lakeshore","(37.730747938, -122.489521944)","Voice In",NA,37.730747938,-122.489521944,60750331004,"94132","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7304727,-122.4887419,0,0,|&center=37.7304727,-122.4887419&zoom=15&rand=271744652",235.9
